generation,candidate,score,reward,distance,energy,rate_error,density,learning_rate,eligibility_tau,homeostasis_gain,target_rate,release_probability
0,0,-3.903763550885,0.000000000000,1.420000000000,1.000000000000,7.188177544262,0.133209616432,0.000781721092,503.940897222948,0.003585126319,7.951617979507,0.224346964404
0,1,-3.904817571040,0.000000000000,1.420000000000,0.999344444444,7.224489663106,0.070000000000,0.000800000000,400.000000000000,0.003000000000,8.000000000000,0.180000000000
0,2,-3.909733435426,0.000000000000,1.420000000000,0.999356597222,7.470586701876,0.086040274518,0.000807922687,483.834965873172,0.002037301217,8.205593916923,0.173395112904
0,3,-3.915660908661,0.000000000000,1.420000000000,0.999935763889,7.781439530283,0.055171191000,0.000543239620,387.546332482522,0.004419794465,8.578216129678,0.160656269540
0,4,-3.921883187548,0.000000000000,1.420000000000,0.999194444444,8.074020488516,0.061145179336,0.000955749361,325.213556776032,0.003001387000,8.902546165744,0.176085668621
0,5,-3.939998092346,0.000000000000,1.420000000000,0.999746527778,8.993567811759,0.078060901534,0.001080779436,303.091581291645,0.005218028408,9.833003523355,0.078190807536
0,6,-3.943250813310,0.000000000000,1.420000000000,0.999883680556,9.159632679388,0.051780178467,0.000524162400,616.619723660738,0.002275042593,9.994002317826,0.169699307731
0,7,-3.944774135103,0.000000000000,1.420000000000,0.999436111111,9.224609532931,0.047780066592,0.000473755233,376.649060689445,0.001474106276,9.966681054358,0.192840346201
1,0,-3.879723709586,0.000000000000,1.420000000000,1.000000000000,5.986185479281,0.133778682365,0.000710849961,466.736068357922,0.003855986732,6.672529015436,0.282833735694
1,1,-3.880502738975,0.000000000000,1.420000000000,1.000000000000,6.025136948727,0.144069865597,0.001113902892,500.825149097764,0.003782561070,6.721407289007,0.231757294950
1,2,-3.880715750057,0.000000000000,1.420000000000,0.999469791667,6.022532294520,0.118167342296,0.000415990482,586.024653644168,0.003235189451,6.718382287062,0.231747390749
1,3,-3.895313971046,0.000000000000,1.420000000000,1.000000000000,6.765698552314,0.142725041128,0.000894108916,329.693299555258,0.003964284059,7.494910755942,0.260190084494
1,4,-3.899960319694,0.000000000000,1.420000000000,1.000000000000,6.998015984707,0.141893981615,0.000765358869,565.683007419447,0.004151942133,7.754985503731,0.227060030064
1,5,-3.903763550885,0.000000000000,1.420000000000,1.000000000000,7.188177544262,0.133209616432,0.000781721092,503.940897222948,0.003585126319,7.951617979507,0.224346964404
1,6,-3.903788156347,0.000000000000,1.420000000000,1.000000000000,7.189407817359,0.137547121270,0.000805562606,485.313818664827,0.003582445428,7.952867012235,0.251324164020
1,7,-3.949404183157,0.000000000000,1.420000000000,0.999665625000,9.461849782873,0.135062806891,0.000630759236,423.323395687593,0.003510067994,10.354469774330,0.238931739673
2,0,-3.875090483424,0.000000000000,1.420000000000,0.999236111111,5.735426948986,0.142116337040,0.000430925437,330.872091003377,0.003391526693,6.421973601187,0.319210391420
2,1,-3.878006909569,0.000000000000,1.420000000000,0.999481944444,5.887394089565,0.130436116628,0.001017977277,444.892250321468,0.002397264329,6.539368511586,0.271186047660
2,2,-3.879723709586,0.000000000000,1.420000000000,1.000000000000,5.986185479281,0.133778682365,0.000710849961,466.736068357922,0.003855986732,6.672529015436,0.282833735694
2,3,-3.879874045102,0.000000000000,1.420000000000,0.999928819444,5.991922741208,0.131246786581,0.000786049526,629.922936421307,0.004058890244,6.676048506904,0.315203137574
2,4,-3.884612534280,0.000000000000,1.420000000000,1.000000000000,6.230626714017,0.127081627505,0.000558981286,469.662109211726,0.004294066373,6.926793233192,0.296091457242
2,5,-3.884639538672,0.000000000000,1.420000000000,0.999960069444,6.230978669707,0.135876949817,0.000567596842,470.944993781975,0.002952411635,6.929907765481,0.257519871822
2,6,-3.894729578932,0.000000000000,1.420000000000,0.999242013889,6.717529293843,0.149123472087,0.000578574481,442.711363032341,0.004106005605,7.465362116484,0.272002935035
2,7,-3.902451849625,0.000000000000,1.420000000000,0.999847222222,7.118773036783,0.128045121674,0.000638614781,658.890888382578,0.003808281788,7.872588238466,0.277279750363
3,0,-3.864834050581,0.000000000000,1.420000000000,0.999970486111,5.240964681829,0.141076930299,0.000446705115,347.373346113070,0.003348266171,5.866535565346,0.363452452051
3,1,-3.874539057510,0.000000000000,1.420000000000,1.000000000000,5.726952875509,0.142186763038,0.000428595968,282.960899452295,0.003188710817,6.393883107243,0.334615755857
3,2,-3.874915963208,0.000000000000,1.420000000000,0.999399652778,5.730789479862,0.143667104881,0.000451615656,238.077512440086,0.003827521168,6.411944578873,0.312967128376
3,3,-3.875090483424,0.000000000000,1.420000000000,0.999236111111,5.735426948986,0.142116337040,0.000430925437,330.872091003377,0.003391526693,6.421973601187,0.319210391420
3,4,-3.875857420419,0.000000000000,1.420000000000,0.999480902778,5.779893590395,0.147618234501,0.000370905065,327.682877432003,0.003068897073,6.458619543075,0.326693901394
3,5,-3.878347571654,0.000000000000,1.420000000000,0.999963888889,5.916475804922,0.151396795847,0.000524602558,364.463862608914,0.004356138176,6.603103412816,0.348874851371
3,6,-3.878385867625,0.000000000000,1.420000000000,0.999566319444,5.908451367375,0.144185253194,0.000468098721,319.342835289727,0.003317556332,6.604438638487,0.380170293476
3,7,-3.880717391163,0.000000000000,1.420000000000,0.999376041667,6.020270599824,0.151809845167,0.000574016455,305.210076387968,0.003591919690,6.721005964379,0.317069495889
